user_id,active_user_id,job_post_user_id,search_user_id,chat_user_id,resume_view_user_id,event_date,stat_date,publish_date,product_type,is_equity,job_salary,city_tier_level,org_type_name,company_scale_type,jobtitle1
USR_000002,USR_000002,,,,,2026-02-02,2026-02-02,2026-02-02,急聘推广,权益,23.8,二线城市,SME,100-499人,客服
USR_000002,USR_000002,USR_000002,,,,2026-02-21,2026-02-21,2026-02-21,职位发布,非权益,11.5,二线城市,SME,100-499人,客服
USR_000003,USR_000003,,,USR_000003,,2026-02-11,2026-02-11,2026-02-11,在线沟通,非权益,56.5,二线城市,SME,1000-2000人,销售
USR_000003,USR_000003,,,,,2026-02-01,2026-02-01,2026-02-01,急聘推广,权益,26.9,二线城市,SME,1000-2000人,销售
USR_000003,USR_000003,USR_000003,,,,2026-02-18,2026-02-18,2026-02-18,职位发布,非权益,10.1,二线城市,SME,1000-2000人,销售
USR_000003,,,,,,2026-01-02,2026-01-02,2026-01-02,置顶刷新,权益,7.9,二线城市,SME,1000-2000人,销售
USR_000003,USR_000003,,,,,2026-01-17,2026-01-17,2026-01-17,企业认证,非权益,72.6,二线城市,SME,1000-2000人,销售
USR_000003,USR_000003,,,,USR_000003,2026-02-23,2026-02-23,2026-02-23,简历查看,非权益,12.6,二线城市,SME,1000-2000人,销售
USR_000004,USR_000004,,USR_000004,,,2026-02-01,2026-02-01,2026-02-01,简历搜索,非权益,21.2,二线城市,SME,1000-2000人,市场
USR_000005,USR_000005,,,,,2026-01-24,2026-01-24,2026-01-24,急聘推广,权益,78.8,二线城市,SME,1-49人,财务
USR_000005,,,,,,2026-01-11,2026-01-11,2026-01-11,急聘推广,权益,33.8,二线城市,SME,1-49人,财务
USR_000005,USR_000005,USR_000005,,,,2026-03-01,2026-03-01,2026-03-01,职位发布,非权益,26.4,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,,USR_000005,,2026-01-20,2026-01-20,2026-01-20,在线沟通,非权益,9.5,二线城市,SME,1-49人,财务
USR_000005,,,USR_000005,,,2026-01-03,2026-01-03,2026-01-03,简历搜索,非权益,12.7,二线城市,SME,1-49人,财务
USR_000005,,,,,,2026-02-21,2026-02-21,2026-02-21,置顶刷新,权益,14.1,二线城市,SME,1-49人,财务
USR_000005,,,,,,2026-01-18,2026-01-18,2026-01-18,置顶刷新,权益,25.3,二线城市,SME,1-49人,财务
USR_000005,USR_000005,USR_000005,,,,2026-01-25,2026-01-25,2026-01-25,职位发布,非权益,19.0,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,USR_000005,,,2026-02-04,2026-02-04,2026-02-04,简历搜索,非权益,8.5,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,,,,2026-02-26,2026-02-26,2026-02-26,企业认证,非权益,10.4,二线城市,SME,1-49人,财务
USR_000005,,USR_000005,,,,2026-02-17,2026-02-17,2026-02-17,职位发布,非权益,19.7,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,,,,2026-02-28,2026-02-28,2026-02-28,企业认证,非权益,10.9,二线城市,SME,1-49人,财务
USR_000005,,,,USR_000005,,2026-02-17,2026-02-17,2026-02-17,在线沟通,非权益,39.9,二线城市,SME,1-49人,财务
USR_000005,,,,,,2026-02-25,2026-02-25,2026-02-25,急聘推广,权益,39.3,二线城市,SME,1-49人,财务
USR_000005,,USR_000005,,,,2026-01-08,2026-01-08,2026-01-08,职位发布,非权益,24.9,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,,,,2026-02-04,2026-02-04,2026-02-04,急聘推广,权益,55.7,二线城市,SME,1-49人,财务
USR_000005,USR_000005,USR_000005,,,,2026-01-29,2026-01-29,2026-01-29,职位发布,非权益,11.6,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,USR_000005,,,2026-02-23,2026-02-23,2026-02-23,简历搜索,非权益,98.5,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,,,USR_000005,2026-02-02,2026-02-02,2026-02-02,简历查看,非权益,17.3,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,,,,2026-01-20,2026-01-20,2026-01-20,企业认证,非权益,29.5,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,,USR_000005,,2026-01-17,2026-01-17,2026-01-17,在线沟通,非权益,19.1,二线城市,SME,1-49人,财务
USR_000005,USR_000005,,,USR_000005,,2026-02-20,2026-02-20,2026-02-20,在线沟通,非权益,10.2,二线城市,SME,1-49人,财务
USR_000005,,,,,,2026-02-07,2026-02-07,2026-02-07,急聘推广,权益,17.0,二线城市,SME,1-49人,财务
USR_000006,USR_000006,USR_000006,,,,2026-01-28,2026-01-28,2026-01-28,职位发布,非权益,40.9,二线城市,SME,1000-2000人,行政
USR_000006,USR_000006,,,,USR_000006,2026-02-17,2026-02-17,2026-02-17,简历查看,非权益,5.4,二线城市,SME,1000-2000人,行政
USR_000006,,USR_000006,,,,2026-01-17,2026-01-17,2026-01-17,职位发布,非权益,16.4,二线城市,SME,1000-2000人,行政
USR_000006,,,,,,2026-02-22,2026-02-22,2026-02-22,急聘推广,权益,29.8,二线城市,SME,1000-2000人,行政
USR_000006,USR_000006,,,,,2026-01-24,2026-01-24,2026-01-24,权益礼包,权益,19.5,二线城市,SME,1000-2000人,行政
USR_000006,,,,,,2026-02-04,2026-02-04,2026-02-04,置顶刷新,权益,6.4,二线城市,SME,1000-2000人,行政
USR_000006,USR_000006,,,,,2026-01-21,2026-01-21,2026-01-21,权益礼包,权益,10.6,二线城市,SME,1000-2000人,行政
USR_000006,USR_000006,,,USR_000006,,2026-01-18,2026-01-18,2026-01-18,在线沟通,非权益,54.5,二线城市,SME,1000-2000人,行政
USR_000007,USR_000007,,,,,2026-01-23,2026-01-23,2026-01-23,急聘推广,权益,18.1,五线城市,KA,10000人以上,财务
USR_000007,,,USR_000007,,,2026-01-26,2026-01-26,2026-01-26,简历搜索,非权益,26.5,五线城市,KA,10000人以上,财务
USR_000007,USR_000007,,,USR_000007,,2026-02-23,2026-02-23,2026-02-23,在线沟通,非权益,11.3,五线城市,KA,10000人以上,财务
USR_000008,USR_000008,,,,,2026-03-01,2026-03-01,2026-03-01,权益礼包,权益,17.5,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-01-20,2026-01-20,2026-01-20,权益礼包,权益,26.8,新一线城市,SME,1-49人,产品
USR_000008,,,,,,2026-01-14,2026-01-14,2026-01-14,企业认证,非权益,12.4,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,USR_000008,2026-02-03,2026-02-03,2026-02-03,简历查看,非权益,20.5,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-02-20,2026-02-20,2026-02-20,急聘推广,权益,19.1,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-01-22,2026-01-22,2026-01-22,权益礼包,权益,5.6,新一线城市,SME,1-49人,产品
USR_000008,,,,,USR_000008,2026-02-11,2026-02-11,2026-02-11,简历查看,非权益,13.0,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,USR_000008,2026-02-06,2026-02-06,2026-02-06,简历查看,非权益,31.5,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,USR_000008,2026-02-13,2026-02-13,2026-02-13,简历查看,非权益,6.6,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-02-01,2026-02-01,2026-02-01,权益礼包,权益,19.0,新一线城市,SME,1-49人,产品
USR_000008,,,,,,2026-02-09,2026-02-09,2026-02-09,置顶刷新,权益,72.0,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,USR_000008,2026-02-11,2026-02-11,2026-02-11,简历查看,非权益,33.5,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-01-19,2026-01-19,2026-01-19,置顶刷新,权益,6.5,新一线城市,SME,1-49人,产品
USR_000008,,,,,,2026-01-26,2026-01-26,2026-01-26,权益礼包,权益,37.5,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,USR_000008,,,,2026-01-12,2026-01-12,2026-01-12,职位发布,非权益,8.4,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,USR_000008,,,,2026-02-16,2026-02-16,2026-02-16,职位发布,非权益,19.3,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-01-25,2026-01-25,2026-01-25,企业认证,非权益,10.9,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-02-08,2026-02-08,2026-02-08,企业认证,非权益,15.3,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-02-24,2026-02-24,2026-02-24,权益礼包,权益,20.0,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,USR_000008,,2026-02-06,2026-02-06,2026-02-06,在线沟通,非权益,12.5,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,USR_000008,2026-01-05,2026-01-05,2026-01-05,简历查看,非权益,11.7,新一线城市,SME,1-49人,产品
USR_000008,USR_000008,,,,,2026-02-21,2026-02-21,2026-02-21,急聘推广,权益,5.3,新一线城市,SME,1-49人,产品
USR_000008,,,USR_000008,,,2026-02-17,2026-02-17,2026-02-17,简历搜索,非权益,12.7,新一线城市,SME,1-49人,产品
USR_000009,USR_000009,,USR_000009,,,2026-02-21,2026-02-21,2026-02-21,简历搜索,非权益,22.7,新一线城市,SME,1000-2000人,市场
USR_000009,,,USR_000009,,,2026-02-01,2026-02-01,2026-02-01,简历搜索,非权益,24.3,新一线城市,SME,1000-2000人,市场
USR_000009,USR_000009,,,,USR_000009,2026-01-16,2026-01-16,2026-01-16,简历查看,非权益,23.5,新一线城市,SME,1000-2000人,市场
USR_000009,USR_000009,USR_000009,,,,2026-01-28,2026-01-28,2026-01-28,职位发布,非权益,55.7,新一线城市,SME,1000-2000人,市场
USR_000009,USR_000009,,,,,2026-01-12,2026-01-12,2026-01-12,企业认证,非权益,23.6,新一线城市,SME,1000-2000人,市场
USR_000010,,,,USR_000010,,2026-01-01,2026-01-01,2026-01-01,在线沟通,非权益,47.4,四线城市,SME,1000-2000人,市场
USR_000011,USR_000011,,USR_000011,,,2026-02-20,2026-02-20,2026-02-20,简历搜索,非权益,12.4,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,,USR_000011,,,2026-01-08,2026-01-08,2026-01-08,简历搜索,非权益,25.6,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,,,,,2026-02-03,2026-02-03,2026-02-03,急聘推广,权益,17.3,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,,USR_000011,,,2026-02-22,2026-02-22,2026-02-22,简历搜索,非权益,54.7,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,,,,,2026-02-05,2026-02-05,2026-02-05,企业认证,非权益,66.7,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,,,,USR_000011,2026-01-10,2026-01-10,2026-01-10,简历查看,非权益,20.1,四线城市,KA,5000-10000人,行政
USR_000011,,,,USR_000011,,2026-02-18,2026-02-18,2026-02-18,在线沟通,非权益,7.5,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,USR_000011,,,,2026-02-08,2026-02-08,2026-02-08,职位发布,非权益,41.3,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,,,,,2026-02-06,2026-02-06,2026-02-06,企业认证,非权益,25.5,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,,,,,2026-01-25,2026-01-25,2026-01-25,置顶刷新,权益,13.5,四线城市,KA,5000-10000人,行政
USR_000011,,USR_000011,,,,2026-01-20,2026-01-20,2026-01-20,职位发布,非权益,11.9,四线城市,KA,5000-10000人,行政
USR_000011,USR_000011,,,USR_000011,,2026-01-19,2026-01-19,2026-01-19,在线沟通,非权益,5.2,四线城市,KA,5000-10000人,行政
USR_000012,,,,,,2026-01-31,2026-01-31,2026-01-31,急聘推广,权益,20.3,二线城市,KA,5000-10000人,市场
USR_000012,USR_000012,,,,,2026-01-16,2026-01-16,2026-01-16,置顶刷新,权益,11.2,二线城市,KA,5000-10000人,市场
USR_000012,USR_000012,USR_000012,,,,2026-02-21,2026-02-21,2026-02-21,职位发布,非权益,30.1,二线城市,KA,5000-10000人,市场
USR_000012,,,,,,2026-01-16,2026-01-16,2026-01-16,置顶刷新,权益,6.7,二线城市,KA,5000-10000人,市场
USR_000012,USR_000012,,USR_000012,,,2026-02-27,2026-02-27,2026-02-27,简历搜索,非权益,19.4,二线城市,KA,5000-10000人,市场
USR_000012,,,,,,2026-02-04,2026-02-04,2026-02-04,权益礼包,权益,12.8,二线城市,KA,5000-10000人,市场
USR_000012,USR_000012,,USR_000012,,,2026-02-16,2026-02-16,2026-02-16,简历搜索,非权益,30.8,二线城市,KA,5000-10000人,市场
USR_000012,USR_000012,,,,USR_000012,2026-01-17,2026-01-17,2026-01-17,简历查看,非权益,6.6,二线城市,KA,5000-10000人,市场
USR_000012,USR_000012,,,,,2026-02-09,2026-02-09,2026-02-09,权益礼包,权益,36.1,二线城市,KA,5000-10000人,市场
USR_000013,,,,,,2026-02-17,2026-02-17,2026-02-17,企业认证,非权益,43.2,四线城市,SME,2000-5000人,运营
USR_000013,,USR_000013,,,,2026-01-07,2026-01-07,2026-01-07,职位发布,非权益,30.2,四线城市,SME,2000-5000人,运营
USR_000014,USR_000014,,,,,2026-02-08,2026-02-08,2026-02-08,急聘推广,权益,47.6,三线城市,KA,1000-2000人,市场
USR_000014,USR_000014,,,,,2026-01-03,2026-01-03,2026-01-03,置顶刷新,权益,14.4,三线城市,KA,1000-2000人,市场
USR_000014,,,,,,2026-02-27,2026-02-27,2026-02-27,急聘推广,权益,31.2,三线城市,KA,1000-2000人,市场
USR_000014,,,,,,2026-02-10,2026-02-10,2026-02-10,置顶刷新,权益,25.6,三线城市,KA,1000-2000人,市场
USR_000014,USR_000014,,,,USR_000014,2026-02-26,2026-02-26,2026-02-26,简历查看,非权益,11.1,三线城市,KA,1000-2000人,市场
USR_000014,USR_000014,,,,,2026-02-02,2026-02-02,2026-02-02,企业认证,非权益,64.5,三线城市,KA,1000-2000人,市场
USR_000015,USR_000015,,,,,2026-01-16,2026-01-16,2026-01-16,权益礼包,权益,94.2,四线城市,SME,1000-2000人,财务
USR_000015,USR_000015,,,,,2026-02-05,2026-02-05,2026-02-05,权益礼包,权益,67.7,四线城市,SME,1000-2000人,财务
USR_000015,USR_000015,,USR_000015,,,2026-02-16,2026-02-16,2026-02-16,简历搜索,非权益,26.4,四线城市,SME,1000-2000人,财务
USR_000015,USR_000015,,,,,2026-01-01,2026-01-01,2026-01-01,置顶刷新,权益,20.8,四线城市,SME,1000-2000人,财务
USR_000015,USR_000015,,,,,2026-01-23,2026-01-23,2026-01-23,企业认证,非权益,10.9,四线城市,SME,1000-2000人,财务
USR_000015,,,,,,2026-01-16,2026-01-16,2026-01-16,企业认证,非权益,15.9,四线城市,SME,1000-2000人,财务
USR_000015,USR_000015,,,,USR_000015,2026-02-22,2026-02-22,2026-02-22,简历查看,非权益,8.8,四线城市,SME,1000-2000人,财务
USR_000015,USR_000015,,USR_000015,,,2026-01-08,2026-01-08,2026-01-08,简历搜索,非权益,20.8,四线城市,SME,1000-2000人,财务
USR_000015,,,,,USR_000015,2026-02-06,2026-02-06,2026-02-06,简历查看,非权益,82.1,四线城市,SME,1000-2000人,财务
USR_000015,USR_000015,,,,,2026-01-17,2026-01-17,2026-01-17,急聘推广,权益,14.5,四线城市,SME,1000-2000人,财务
USR_000015,USR_000015,,,,,2026-01-28,2026-01-28,2026-01-28,权益礼包,权益,7.6,四线城市,SME,1000-2000人,财务
USR_000015,,,,USR_000015,,2026-01-06,2026-01-06,2026-01-06,在线沟通,非权益,28.3,四线城市,SME,1000-2000人,财务
USR_000016,USR_000016,,USR_000016,,,2026-02-28,2026-02-28,2026-02-28,简历搜索,非权益,5.5,一线城市,SME,10000人以上,行政
USR_000016,,USR_000016,,,,2026-02-23,2026-02-23,2026-02-23,职位发布,非权益,83.6,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,USR_000016,,,,2026-01-11,2026-01-11,2026-01-11,职位发布,非权益,13.6,一线城市,SME,10000人以上,行政
USR_000016,,,,,,2026-02-28,2026-02-28,2026-02-28,急聘推广,权益,37.8,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,,USR_000016,,,2026-02-10,2026-02-10,2026-02-10,简历搜索,非权益,10.7,一线城市,SME,10000人以上,行政
USR_000016,,,,,,2026-02-24,2026-02-24,2026-02-24,企业认证,非权益,35.2,一线城市,SME,10000人以上,行政
USR_000016,,,,,,2026-01-05,2026-01-05,2026-01-05,置顶刷新,权益,19.6,一线城市,SME,10000人以上,行政
USR_000016,,,,,,2026-02-22,2026-02-22,2026-02-22,权益礼包,权益,39.1,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,USR_000016,,,,2026-01-21,2026-01-21,2026-01-21,职位发布,非权益,7.5,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,,,USR_000016,,2026-02-14,2026-02-14,2026-02-14,在线沟通,非权益,9.7,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,USR_000016,,,,2026-02-09,2026-02-09,2026-02-09,职位发布,非权益,13.0,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,,,,,2026-02-08,2026-02-08,2026-02-08,企业认证,非权益,18.2,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,,,,,2026-01-03,2026-01-03,2026-01-03,急聘推广,权益,39.4,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,,,,,2026-02-13,2026-02-13,2026-02-13,急聘推广,权益,42.7,一线城市,SME,10000人以上,行政
USR_000016,USR_000016,USR_000016,,,,2026-01-17,2026-01-17,2026-01-17,职位发布,非权益,5.5,一线城市,SME,10000人以上,行政
USR_000017,USR_000017,,,USR_000017,,2026-02-08,2026-02-08,2026-02-08,在线沟通,非权益,5.3,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,,,,2026-02-19,2026-02-19,2026-02-19,急聘推广,权益,14.0,四线城市,SME,50-99人,运营
USR_000017,,,,USR_000017,,2026-02-20,2026-02-20,2026-02-20,在线沟通,非权益,12.7,四线城市,SME,50-99人,运营
USR_000017,,,,,,2026-02-02,2026-02-02,2026-02-02,急聘推广,权益,14.1,四线城市,SME,50-99人,运营
USR_000017,,,,,,2026-02-11,2026-02-11,2026-02-11,置顶刷新,权益,58.8,四线城市,SME,50-99人,运营
USR_000017,,,,,USR_000017,2026-01-10,2026-01-10,2026-01-10,简历查看,非权益,17.2,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,,,USR_000017,2026-01-20,2026-01-20,2026-01-20,简历查看,非权益,75.4,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,,,,2026-01-02,2026-01-02,2026-01-02,权益礼包,权益,23.1,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,,,,2026-01-11,2026-01-11,2026-01-11,企业认证,非权益,7.5,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,,,,2026-01-16,2026-01-16,2026-01-16,置顶刷新,权益,7.7,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,,,,2026-01-04,2026-01-04,2026-01-04,企业认证,非权益,12.6,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,,USR_000017,,2026-02-01,2026-02-01,2026-02-01,在线沟通,非权益,24.8,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,USR_000017,,,2026-02-27,2026-02-27,2026-02-27,简历搜索,非权益,36.0,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,USR_000017,,,2026-01-28,2026-01-28,2026-01-28,简历搜索,非权益,5.6,四线城市,SME,50-99人,运营
USR_000017,USR_000017,,,,,2026-01-01,2026-01-01,2026-01-01,急聘推广,权益,12.9,四线城市,SME,50-99人,运营
USR_000018,USR_000018,,,USR_000018,,2026-01-09,2026-01-09,2026-01-09,在线沟通,非权益,16.8,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,,,,2026-02-16,2026-02-16,2026-02-16,急聘推广,权益,8.1,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,,,,2026-01-17,2026-01-17,2026-01-17,企业认证,非权益,34.5,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,USR_000018,,,,2026-02-04,2026-02-04,2026-02-04,职位发布,非权益,9.2,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,,,,2026-02-25,2026-02-25,2026-02-25,置顶刷新,权益,22.3,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,,,,2026-01-14,2026-01-14,2026-01-14,置顶刷新,权益,29.8,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,,,,2026-02-28,2026-02-28,2026-02-28,急聘推广,权益,27.5,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,,,,2026-01-23,2026-01-23,2026-01-23,置顶刷新,权益,18.7,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,,,,2026-01-18,2026-01-18,2026-01-18,权益礼包,权益,18.7,新一线城市,KA,50-99人,客服
USR_000018,,,,,,2026-01-25,2026-01-25,2026-01-25,置顶刷新,权益,8.6,新一线城市,KA,50-99人,客服
USR_000018,,,,,,2026-02-26,2026-02-26,2026-02-26,置顶刷新,权益,6.7,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,,,,2026-02-13,2026-02-13,2026-02-13,急聘推广,权益,12.6,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,USR_000018,,,,2026-01-04,2026-01-04,2026-01-04,职位发布,非权益,23.8,新一线城市,KA,50-99人,客服
USR_000018,USR_000018,,USR_000018,,,2026-02-16,2026-02-16,2026-02-16,简历搜索,非权益,29.0,新一线城市,KA,50-99人,客服
USR_000019,,,,,,2026-01-06,2026-01-06,2026-01-06,权益礼包,权益,21.8,一线城市,SME,50-99人,销售
USR_000019,USR_000019,,,USR_000019,,2026-02-25,2026-02-25,2026-02-25,在线沟通,非权益,12.2,一线城市,SME,50-99人,销售
USR_000019,USR_000019,USR_000019,,,,2026-02-02,2026-02-02,2026-02-02,职位发布,非权益,9.6,一线城市,SME,50-99人,销售
USR_000019,USR_000019,,,,,2026-02-24,2026-02-24,2026-02-24,急聘推广,权益,39.2,一线城市,SME,50-99人,销售
USR_000019,USR_000019,,,,,2026-01-30,2026-01-30,2026-01-30,急聘推广,权益,45.9,一线城市,SME,50-99人,销售
USR_000019,USR_000019,,,,,2026-01-03,2026-01-03,2026-01-03,置顶刷新,权益,14.5,一线城市,SME,50-99人,销售
USR_000019,USR_000019,,,,USR_000019,2026-01-24,2026-01-24,2026-01-24,简历查看,非权益,14.1,一线城市,SME,50-99人,销售
